PRCSCITYPOINT_BSSHNM,INDUTY_CD_NM,LCNS_NO,DSPS_DCSNDT,DSPS_BGNDT,DSPS_ENDDT,DSPS_TYPECD_NM,VILTCN,ADDR,TELNO,PRSDNT_NM,DSPSCN,LAWORD_CD_NM,PUBLIC_DT,LAST_UPDT_DTM,DSPS_INSTTCD_NM,DSPSDTLS_SEQ,sido,sigungu,disposition_decision_date
보이스단란주점,단란주점,20020139580,20260715,20260723,20260821,영업정지,(20260303)단란주점영업자가 유흥접객원을 고용하여 유흥접객행위를 하게 하거나 종업원의 이러한 행위를 조장하거나 묵인하는 행위(1차),부산광역시 북구,,,영업정지 1개월,식품위생법 제44조(영업자 등의 준수사항) 1항,2026-09-19 00:00:00.0,2026-07-29 20:40:18.938,부산광역시 북구,4734300,부산광역시,부산광역시 북구,2026-07-15
술이랑노래랑,단란주점,20250414424,20260715,20260803,20260904,영업정지,"(20260605)청소년유해업소에 청소년 출입,
(20260605)청소년 주류제공",경기도 안양시 동안구,,,영업정지,"식품위생법 제44조(영업자 등의 준수사항) 2항,
식품위생법 제44조(영업자 등의 준수사항) 2항",2026-10-06 00:00:00.0,2026-08-01 13:40:21.331,경기도 안양시 동안구,4734878,경기도,경기도 안양시,2026-07-15
샵엔쇼퍼걸,건강기능식품일반판매업,20240248787,20260716,20260721,20260819,영업정지,(20260625)식품등을 의약품으로 인식할 우려가 있는 표시 또는 광고(건강기능식품의 경우 영업정지 1개월로 한다),대구광역시 달서구,,,영업정지 1개월,식품 등의 표시·광고에 관한 법률 제8조(부당한 표시 또는 광고행위의 금지) 1항,2026-09-17 00:00:00.0,2026-08-10 16:40:37.584,대구광역시 달서구,4736405,대구광역시,대구광역시 달서구,2026-07-16
보성회천녹돈 월남지점,식육즉석판매가공업,20160214010,20260716,20260716,20260818,과징금부과,(20260824)15. 법 제33조제1항 위반,전남광주통합특별시 동구,,,"과징금, 경고",축산물 위생관리법 제33조(판매 등의 금지) 1항,2026-09-20 00:00:00.0,2026-08-24 09:31:32.0,전남광주통합특별시 동구,4738732,전남광주통합특별시,전남광주통합특별시 동구,2026-07-16
로미네카페,휴게음식점,20200167159,20260716,20260716,-,영업소폐쇄,(20260615)영업시설물 전부 철거,대구광역시 남구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-14 00:00:00.0,2026-07-17 19:40:11.613,대구광역시 남구,4732394,대구광역시,대구광역시 남구,2026-07-16
캐슬노래클럽,유흥주점영업,20000297046,20260716,20260720,20260821,영업정지,(20260307)청소년 유해업소에 청소년을 출입하게 하는 행위 및 청소년에게 주류를 제공하는 행위를 한 경우(연내1차),경기도 부천시 원미구,,,영업정지 1개월 3일(26.7.20.~8.21.),식품위생법 제44조(영업자 등의 준수사항) 2항,2026-09-22 00:00:00.0,2026-07-21 13:40:42.31,경기도 부천시 원미구,4727796,경기도,경기도 부천시,2026-07-16
부온샵,건강기능식품일반판매업,20240186255,20260716,20260716,-,영업소폐쇄,(20260101)영업시설 전부 철거,부산광역시 남구,,,영업소폐쇄,건강기능식품에 관한 법률 제4조(영업의 종류 및 시설기준) 1항,2028-07-14 00:00:00.0,2026-07-17 17:40:12.096,부산광역시 남구,4732341,부산광역시,부산광역시 남구,2026-07-16
주식회사제이에이치코퍼레이션,건강기능식품유통전문판매업,20230179410,20260716,20260716,-,영업소폐쇄,(20260101)영업시설 전부 철거,부산광역시 남구,,,영업소폐쇄,건강기능식품에 관한 법률 제4조(영업의 종류 및 시설기준) 1항,2028-07-14 00:00:00.0,2026-07-17 17:40:12.096,부산광역시 남구,4732362,부산광역시,부산광역시 남구,2026-07-16
위드홍,건강기능식품일반판매업,20190137579,20260716,20260716,-,영업소폐쇄,(20260101)영업시설 전부 철거,부산광역시 남구,,,영업소폐쇄,건강기능식품에 관한 법률 제4조(영업의 종류 및 시설기준) 1항,2028-07-14 00:00:00.0,2026-07-17 17:40:12.096,부산광역시 남구,4732281,부산광역시,부산광역시 남구,2026-07-16
술바다,일반음식점,20010139427,20260716,20260727,20260825,영업정지,(20260213)2026. 2. 13. 21:10 경 일반음식점 영업자가 음향 및 반주시설을 갖추고 손님이 노래를 부르도록 허용한 행위,부산광역시 북구,,,영업정지 1개월,식품위생법 제44조(영업자 등의 준수사항) 1항,2026-09-23 00:00:00.0,2026-07-21 12:40:21.446,부산광역시 북구,4732601,부산광역시,부산광역시 북구,2026-07-16
(주)야한푸드,축산물가공업-식육가공업,20180267045,20260716,20260716,-,영업허가·등록취소,(20260716) 영업허가 변경허가 없이 시설의 전부를 철거한 사실이 확인,경기도 평택시,,,영업허가·등록취소,축산물 위생관리법 제22조(영업의 허가) 2항,2028-07-14 00:00:00.0,2026-08-18 15:36:50.406,경기도,4737751,경기도,경기도 평택시,2026-07-16
행복한감자,식품제조가공업,20200564220,20260716,20260716,-,영업소폐쇄,(20260610)영업시설 전부 철거,경상북도 경산시,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-14 00:00:00.0,2026-07-30 21:40:17.508,경상북도 경산시,4734605,경상북도,경상북도 경산시,2026-07-16
시엔아이,수입식품등 수입판매업,20190005406,20260717,20260717,20260914,영업정지 및 해당제품폐기,"(20251218)○ 영업자가 판매를 목적으로 하거나 영업상 사용할 목적으로 수입식품등을 수입하려면 해당 수입식품등을 총리령으로 정하는 바에 따라 식품의약품안전처장에게 수입신고를 하여야 함에도 불구하고 - 상기 당사자는 2025년 8월 5일 수입기구용기(제품명: 타르트 누름돌)을 식품의약품안전처장에게 수입신고하지 않고 주문 구매하여, 2025년 9월 24일 국내유통판매원 '베니스'에게 판매한 사실이 있음 (판매수량 500개, 판매금액 709,500원)",경기도 남양주시,,,영업정지 2개월 0일과 해당제품폐기에 준하는 과징금 부과,식품위생법 제4조(위해식품등의 판매 등 금지),2026-11-12 00:00:00.0,2026-07-15 15:22:54.049,서울청,4732199,경기도,경기도 남양주시,2026-07-17
쫄랑이노래주점,단란주점,19930036477,20260720,20260724,20260822,영업정지,(20251001)단란주점에서 유흥접객원 알선,서울특별시 성동구,,,영업정지,식품위생법 제44조(영업자 등의 준수사항) 1항,2026-09-20 00:00:00.0,2026-07-24 18:40:29.379,서울특별시 성동구,4695614,서울특별시,서울특별시 성동구,2026-07-20
국수생각,일반음식점,20230852641,20260720,20260720,-,영업소폐쇄,(20260611)시설물 전부 멸실 및 철거,경상남도 창원시 마산합포구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-18 00:00:00.0,2026-07-21 20:40:23.775,경상남도 창원시 마산합포구,4732767,경상남도,경상남도 창원시,2026-07-20
촌골잔치국수,일반음식점,20220592165,20260720,20260927,20260929,영업정지,"(20260501)2026.5.1. 2:20경 상기업소에서 청소년 3명에게 소주 2병, 맥주 2병을 판매하여 청주흥덕경찰서에 적발,통보됨",충청북도 청주시 흥덕구,,,영업정지,식품위생법 제44조(영업자 등의 준수사항) 2항,2026-10-01 00:00:00.0,2026-09-11 12:40:24.121,충청북도 청주시 흥덕구,4726477,충청북도,충청북도 청주시,2026-07-20
(주)에스지푸드케어,집단급식소 식품판매업,20190383556,20260720,20260720,-,영업소폐쇄,(20260320)영업시설의 전부를 철거(시설물 멸실),경기도 광주시,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-18 00:00:00.0,2026-08-06 14:40:28.336,경기도 광주시,4721354,경기도,경기도 광주시,2026-07-20
다래원,일반음식점,20180464383,20260720,20260720,-,영업소폐쇄,(20260720)식품위생법 제36조 제1항 (영업시설 전부 철거) 위반,충청남도 공주시,,,영업소폐쇄,식품위생법 제75조(허가취소 등) 3항,2028-07-18 00:00:00.0,2026-07-21 17:40:39.847,충청남도 공주시,4732742,충청남도,충청남도 공주시,2026-07-20
갯바위 실내포차,일반음식점,20030345057,20260720,20260829,20260915,영업정지,"(20240930)2024. 9. 30. 21:04경 영업장외 영업 4차(탁자 6개, 의자 18개, 손님 11명)",서울특별시 강서구,,,영업정지,식품위생법 제36조(시설기준),2026-10-02 00:00:00.0,2026-07-21 12:40:21.446,서울특별시 강서구,4631407,서울특별시,서울특별시 강서구,2026-07-20
올캔서주식회사,건강기능식품일반판매업,20190025351,20260720,20260720,-,영업소폐쇄,(20260313)영업소 멸실,서울특별시 서대문구,,,영업소 멸실에 따른 영업소폐쇄,건강기능식품에 관한 법률 제32조(영업허가취소 등) 1항,2028-07-18 00:00:00.0,2026-07-21 14:40:28.27,서울특별시 서대문구,4726064,서울특별시,서울특별시 서대문구,2026-07-20
수퍼에이,건강기능식품일반판매업,20220443381,20260720,20260720,20260919,영업정지,"(20260615)부당 광고(이명, 경련, 난청 등),
(20260615)거짓 과장 광고(피로개선, 근육 신경 건강, 귀건강 등),
(20260615)심의 받지 아니한 광고(귀울림, 눈떨림, 귀에좋은 마그네슘 등)",인천광역시 남동구,,,시정명령 및 영업정지,"식품 등의 표시·광고에 관한 법률 제8조(부당한 표시 또는 광고행위의 금지) 1항,
식품 등의 표시·광고에 관한 법률 제8조(부당한 표시 또는 광고행위의 금지) 1항,
식품 등의 표시·광고에 관한 법률 제8조(부당한 표시 또는 광고행위의 금지) 1항",2026-11-19 00:00:00.0,2026-07-22 20:40:16.57,인천광역시 남동구,4731994,인천광역시,인천광역시 남동구,2026-07-20
조영쇼핑,건강기능식품일반판매업,20240093907,20260720,20260720,-,영업소폐쇄,(20260313)영업소 멸실,서울특별시 서대문구,,,영업소폐쇄,건강기능식품에 관한 법률 제32조(영업허가취소 등) 1항,2028-07-18 00:00:00.0,2026-07-21 14:40:28.27,서울특별시 서대문구,4726126,서울특별시,서울특별시 서대문구,2026-07-20
원F&B,축산물가공업-식육가공업,20130262101,20260720,20260803,20260901,영업정지,(20260720)안전관리인증기준(HACCP) 미인증(3차 위반),경기도 김포시,,,영업정지 30일,축산물 위생관리법 제9조(안전관리인증기준) 3항,2026-09-30 00:00:00.0,2026-08-03 20:12:26.284,경기도,4735282,경기도,경기도 김포시,2026-07-20
새마을포차,일반음식점,20110556134,20260720,20260721,20260918,영업정지,"(20260216)2026. 2. 16. 05:00경 위 새마을포차에서 청소년인 장00(18세) 등 3명에세 연령을 확인하지 않고 청소년 유행 약물인 시가 5,000원 상당의 참이슬소주(360mL) 2병 및 안주를 포함하여 도합 40,000원에 판매하였다.",경상북도 상주시,,,영업정지,식품위생법 제44조(영업자 등의 준수사항) 2항,2026-11-16 00:00:00.0,2026-07-21 18:40:17.175,경상북도 상주시,4711284,경상북도,경상북도 상주시,2026-07-20
(주)대명웰라이프,유통전문판매업,20190387256,20260720,20260720,-,영업소폐쇄,(20260320)영업시설의 전부를 철거(시설물 멸실),경기도 광주시,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-18 00:00:00.0,2026-08-06 14:40:28.336,경기도 광주시,4721353,경기도,경기도 광주시,2026-07-20
모여라7080,단란주점,20110233252,20260720,20260720,-,영업허가·등록취소,(20251231)사업자등록 폐업,대전광역시 중구,,,허가취소,식품위생법 제75조(허가취소 등) 3항,2028-07-18 00:00:00.0,2026-07-21 13:40:42.31,대전광역시 중구,4732629,대전광역시,대전광역시 중구,2026-07-20
디니티,건강기능식품일반판매업,20240569323,20260720,20260720,-,영업소폐쇄,(20260325)시설물 멸실,경기도 광주시,,,영업소폐쇄,건강기능식품에 관한 법률 제4조(영업의 종류 및 시설기준) 1항,2028-07-18 00:00:00.0,2026-08-06 14:40:28.336,경기도 광주시,4721355,경기도,경기도 광주시,2026-07-20
갤럭시라이브7080,일반음식점,20250283261,20260720,20260721,20260918,영업정지,(20260406)음향 및 반주시설 갖추고 손님이 노래를 부르도록 허용하는 행위,인천광역시 부평구,,,영업정지 2개월,식품위생법 제44조(영업자 등의 준수사항) 1항,2026-11-16 00:00:00.0,2026-09-16 12:40:20.554,인천광역시 부평구,4738599,인천광역시,인천광역시 부평구,2026-07-20
199노래타운,유흥주점영업,20180621127,20260720,20260721,20260822,영업정지,"(20260714)청소년출입금지업소 내 청소년 출입 허용,
(20251214)청소년에게 주류제공",제주특별자치도 제주시,,,영업정지 33일,"식품위생법 제44조(영업자 등의 준수사항) 2항,
식품위생법 제44조(영업자 등의 준수사항) 2항",2026-09-23 00:00:00.0,2026-07-22 12:40:19.437,제주특별자치도 제주시,4732802,제주특별자치도,제주특별자치도 제주시,2026-07-20
땡큐,단란주점,19970389193,20260721,20260729,20260827,영업정지,(20260128)2026.01.28. 20:45경 단란주점업소에서 유흥접객원을 고용하여 유흥을 돋우는 접객행위를 알선한 행위 적발됨,강원특별자치도 동해시,,,영업정지 1개월(2026.07.29.~2026.08.27.),식품위생법 제44조(영업자 등의 준수사항) 1항,2026-09-25 00:00:00.0,2026-07-22 18:40:18.653,강원특별자치도 동해시,4732886,강원특별자치도,강원특별자치도 동해시,2026-07-21
던힐,단란주점,20100166131,20260721,20260727,20260825,영업정지,(20260623)청소년 출입(1차),대구광역시 남구,,,영업정지,식품위생법 제44조(영업자 등의 준수사항) 2항,2026-09-23 00:00:00.0,2026-07-22 13:40:35.746,대구광역시 남구,4732833,대구광역시,대구광역시 남구,2026-07-21
벅스,단란주점,19990166201,20260721,20260727,20260828,영업정지,(20260507)청소년 출입(1차) 및 청소년 주류판매(1차),대구광역시 남구,,,영업정지,식품위생법 제44조(영업자 등의 준수사항) 2항,2026-09-29 00:00:00.0,2026-07-22 13:40:35.746,대구광역시 남구,4732823,대구광역시,대구광역시 남구,2026-07-21
공간(Gonggan),일반음식점,20240230111,20260721,20260721,-,영업소폐쇄,(20260619)영업시설물 전부 철거,대구광역시 남구,,,영업소폐쇄,건강기능식품에 관한 법률 제4조(영업의 종류 및 시설기준) 1항,2028-07-19 00:00:00.0,2026-07-22 15:40:51.396,대구광역시 남구,4732849,대구광역시,대구광역시 남구,2026-07-21
오쓰리,일반음식점,20180099748,20260721,20260730,20260927,영업정지,"(20260123)26.01.23. 20:36경 사이에 일반음식점 내부에 드럼, 전자베이스, 마이크, 앰프 등 음향 반주 기기를 설치한 상태에서 그 곳에 방문한 불상의 손님들에게 마이크를 건네어 노래를 부르도록 허용함",서울특별시 서초구,,,영업정지,식품위생법 제44조(영업자 등의 준수사항) 1항,2026-11-25 00:00:00.0,2026-07-22 15:40:51.396,서울특별시 서초구,4720149,서울특별시,서울특별시 서초구,2026-07-21
뉴아지트 단란주점,단란주점,20030445004,20260721,20260803,20261115,영업정지,"(20251031)단란주점영업자가 유흥접객원을 고용하여 유흥접객행위를 하게 함
,
(20251031)성매매알선 등의 행위를 함",충청북도 음성군,,,영업정지 105일[이행기간: 2026. 8. 3.(월) ~ 2026. 11. 15.(일)],"식품위생법 제44조(영업자 등의 준수사항) 1항,
식품위생법 제75조(허가취소 등)",2027-02-27 00:00:00.0,2026-07-24 12:40:14.421,충청북도 음성군,4721260,충청북도,충청북도 음성군,2026-07-21
(주)광천다솔김,수입식품등 수입판매업,20240028618,20260721,20260721,20260819,영업정지,"(20260408)수입식품의 원재료를 사실과 다르게 신고

 상기 영업자는 ‘26. 4. 8.‘구운김’제품을 수입신고(접수번호:202600239633) 하면서   원재료를 참김으로 사실과 다르게 수입신고 하였음",충청남도 홍성군,,,영업정지 30일,수입식품안전관리 특별법 제20조(수입신고 등) 2항,2026-09-17 00:00:00.0,2026-07-07 15:42:39.065,대전청,4730802,충청남도,충청남도 홍성군,2026-07-21
베스트리듬,일반음식점,20080509292,20260721,20260722,20260919,영업정지,,전남광주통합특별시 순천시,,,영업정지,,2026-11-17 00:00:00.0,2026-07-22 13:40:35.746,전남광주통합특별시 순천시,4732830,전남광주통합특별시,전남광주통합특별시 순천시,2026-07-21
비엔비,단란주점,20030181688,20260721,20260819,20261017,영업정지,(20260602)유흥접객행위(2차),대구광역시 달서구,,,영업정지 2개월,식품위생법 제44조(영업자 등의 준수사항) 1항,2026-12-15 00:00:00.0,2026-07-22 13:40:35.746,대구광역시 달서구,4732820,대구광역시,대구광역시 달서구,2026-07-21
뱀(BAAAM) 라운지 펍,일반음식점,20260431261,20260721,20260803,20261001,영업정지,(20260612)일반음식점 영업자가 음향시설을 갖추고 손님이 춤을 추는 것을 허용한 행위(연내 1차),경기도 부천시 원미구,,,영업정지 2개월 (26.8.3. ~ 10.1.),식품위생법 제44조(영업자 등의 준수사항) 1항,2026-11-29 00:00:00.0,2026-07-22 17:40:40.198,경기도 부천시 원미구,4732880,경기도,경기도 부천시,2026-07-21
태동손맛집,일반음식점,20230753118,20260722,20260801,20260830,영업정지,,전남광주통합특별시 해남군,,,영업정지 1개월(2026. 8. 1. ~ 8. 30.),,2026-09-28 00:00:00.0,2026-07-31 18:40:16.128,전남광주통합특별시 해남군,4734767,전남광주통합특별시,전남광주통합특별시 해남군,2026-07-22
황금단란주점,단란주점,19950252160,20260722,20260722,-,영업허가·등록취소,(20240903)사업자등록 폐업(폐업일자: 2024.9.3.),울산광역시 동구,,,영업허가 취소,식품위생법 제75조(허가취소 등) 3항,2028-07-20 00:00:00.0,2026-08-01 17:40:11.515,울산광역시 동구,4734938,울산광역시,울산광역시 동구,2026-07-22
플렉스,유흥주점영업,20200272416,20260722,20260727,20260828,영업정지,"(20251010)청소년 주류제공(2025.10.10.),
(20251010)청소년 유해업소에 청소년 출입(2025.10.10.)",경기도 수원시 팔달구,,,영업정지,"식품위생법 제44조(영업자 등의 준수사항) 2항,
식품위생법 제44조(영업자 등의 준수사항) 2항",2026-09-29 00:00:00.0,2026-07-22 18:40:18.653,경기도 수원시 팔달구,4694075,경기도,경기도 수원시,2026-07-22
모여라7080,일반음식점,20180182281,20260722,20260803,20261016,영업정지,"(20260531)음향 및 반주시설을 갖추고 손님이 노래를 부르는것 허용,
(20260531)음향시설을 갖추고 손님이 춤을 추는것을 허용",대구광역시 달서구,,,영업정지 2개월 15일,"식품위생법 제44조(영업자 등의 준수사항) 1항,
식품위생법 제44조(영업자 등의 준수사항) 1항",2026-12-29 00:00:00.0,2026-07-24 12:40:14.421,대구광역시 달서구,4733119,대구광역시,대구광역시 달서구,2026-07-22
디저트 디솔트,즉석판매제조가공업,20260182192,20260722,20260723,20260821,영업정지,(20260703)표시사항 전부 미기재(1차),부산광역시 동래구,,,영업정지 1개월 및 해당제품 폐기,식품 등의 표시·광고에 관한 법률 제4조(표시의 기준) 3항,2026-09-19 00:00:00.0,2026-07-23 13:40:28.975,부산광역시 동래구,4732996,부산광역시,부산광역시 동래구,2026-07-22
87콴(87Quan),일반음식점,20230761046,20260722,20260727,20260825,영업정지,,전남광주통합특별시 영광군,,,영업정지,,2026-09-23 00:00:00.0,2026-07-23 16:40:58.619,전남광주통합특별시 영광군,4732919,전남광주통합특별시,전남광주통합특별시 영광군,2026-07-22
(주)에스엠푸드,유통전문판매업,20170221449,20260723,20260723,-,영업소폐쇄,,전남광주통합특별시 북구,,,영업소폐쇄,,2028-07-21 00:00:00.0,2026-07-24 12:40:14.421,전남광주통합특별시 북구,4733089,전남광주통합특별시,전남광주통합특별시 북구,2026-07-23
팩토리얼샵,건강기능식품일반판매업,20210598103,20260723,20260730,20260828,영업정지,(20260709)식품등의표시광고법(건강기능식품이 아닌 것을 건강기능식품으로 인식할 우려가 있는 표시 또는 광고) 2차위반으로 영업정지 1개월 처분,경상남도 사천시,,,영업정지,식품 등의 표시·광고에 관한 법률 제8조(부당한 표시 또는 광고행위의 금지) 1항,2026-09-26 00:00:00.0,2026-08-22 15:40:14.419,경상남도 사천시,4738559,경상남도,경상남도 사천시,2026-07-23
(주)공주엔엔아이,식품제조가공업,20210346519,20260723,20260923,20261009,영업정지,"(20260204)생산 및 작업기록에 관한 서류 미작성(2024년 미작성, 2025년 일부만 작성),
(20260204)원료출납 관계 서류 미작성(2023. 2. ~2026.2.미작성)",경기도 구리시,,,영업정지,"식품위생법 제44조(영업자 등의 준수사항) 1항,
식품위생법 제44조(영업자 등의 준수사항) 1항",2026-10-25 00:00:00.0,2026-07-25 15:40:26.211,경기도 구리시,4723661,경기도,경기도 구리시,2026-07-23
(주)에스엠푸드,식품소분업,20210224637,20260723,20260723,-,영업소폐쇄,,전남광주통합특별시 북구,,,영업소폐쇄,,2028-07-21 00:00:00.0,2026-07-24 12:40:14.421,전남광주통합특별시 북구,4733090,전남광주통합특별시,전남광주통합특별시 북구,2026-07-23
톱맨나이트클럽,유흥주점영업,19870534012,20260723,20260723,-,영업허가·등록취소,(20260527)영업시설전부 철거,경상북도 포항시 남구,,,영업허가ㆍ등록취소,식품위생법 제36조(시설기준),2028-07-21 00:00:00.0,2026-07-28 12:40:33.844,경상북도 포항시 남구,4733832,경상북도,경상북도 포항시,2026-07-23
로또가요클럽,유흥주점영업,20030534077,20260723,20260723,-,영업허가·등록취소,(20260527)영업시설전부철거,경상북도 포항시 남구,,,영업허가ㆍ등록취소,식품위생법 제36조(시설기준),2028-07-21 00:00:00.0,2026-07-28 12:40:33.844,경상북도 포항시 남구,4733833,경상북도,경상북도 포항시,2026-07-23
라온제나노래클럽,유흥주점영업,19850534049,20260723,20260723,-,영업허가·등록취소,(20260527)사업자등록폐업(말소)(사실상 폐업),경상북도 포항시 남구,,,영업허가ㆍ등록취소,식품위생법 제75조(허가취소 등) 3항,2028-07-21 00:00:00.0,2026-07-28 12:40:33.844,경상북도 포항시 남구,4733831,경상북도,경상북도 포항시,2026-07-23
대박,단란주점,20080221867,20260723,20260803,20260901,영업정지,(20260604)유흥접객원을 고용·알선하여 유흥접객행위를 하게 함(2026.6.4.),전남광주통합특별시 북구,,,영업정지,식품위생법 제44조(영업자 등의 준수사항) 1항,2026-09-30 00:00:00.0,2026-07-24 12:40:14.421,전남광주통합특별시 북구,4730910,전남광주통합특별시,전남광주통합특별시 북구,2026-07-23
뉴캐슬,유흥주점영업,20140548863,20260723,20260727,20260828,영업정지,(20260615)청소년 유해업소에 청소년 출입 및 주류 제공,경상북도 구미시,,,영업정지 1개월 3일,식품위생법 제44조(영업자 등의 준수사항) 2항,2026-09-29 00:00:00.0,2026-07-24 16:40:37.131,경상북도 구미시,4733196,경상북도,경상북도 구미시,2026-07-23
에이치엘팜텍,건강기능식품유통전문판매업,20230541257,20260723,20260727,-,영업소폐쇄,(20260625)영업시설을 전부 철거 하는 등 시설기준의 전부를 갖추지 못함,강원특별자치도 춘천시,,,영업소폐쇄,건강기능식품에 관한 법률 제32조(영업허가취소 등) 1항,2028-07-21 00:00:00.0,2026-07-28 18:40:24.758,강원특별자치도 춘천시,4733849,강원특별자치도,강원특별자치도 춘천시,2026-07-23
삼우정,일반음식점,19800029144,20260723,20260723,-,영업소폐쇄,(20260708)사업자등록 말소 후 식품접객업 폐업신고를 하지 아니함,서울특별시 중구,,,영업소폐쇄,식품위생법 제37조(영업허가 등) 7항,2028-07-21 00:00:00.0,2026-07-24 12:40:14.421,서울특별시 중구,4733138,서울특별시,서울특별시 중구,2026-07-23
영점오(0.5),일반음식점,20100392123,20260723,20260803,20260901,영업정지,(20260707)객실 내 음향 및 반주시설 등 설치,강원특별자치도 속초시,,,영업정지,식품위생법 제36조(시설기준),2026-09-30 00:00:00.0,2026-07-24 18:40:29.379,강원특별자치도 속초시,4730983,강원특별자치도,강원특별자치도 속초시,2026-07-23
더 케이브,휴게음식점,20230249604,20260723,20260723,-,영업소폐쇄,(20260707)영업시설물 전부 철거,대구광역시 달성군,,,영업소폐쇄,식품위생법 제37조(영업허가 등),2028-07-21 00:00:00.0,2026-07-25 17:40:10.71,대구광역시 달성군,4733445,대구광역시,대구광역시 달성군,2026-07-23
빨강구두,일반음식점,20020392442,20260723,20260723,20260821,영업정지,(20260707)객실 내 음향 및 반주시설 등 설치,강원특별자치도 속초시,,,영업정지,식품위생법 제36조(시설기준),2026-09-19 00:00:00.0,2026-07-24 12:40:14.421,강원특별자치도 속초시,4730985,강원특별자치도,강원특별자치도 속초시,2026-07-23
네오팜 에스피,식품제조가공업,20190116615,20260723,20260807,20261005,영업정지,"(20260630)무신고 수입제품인 유리바이알을 식품(제품명: 진삼한뿌리, 식품유형: 액상차)의 포장재로 사용하여 제조가공 및 판매함.",서울특별시 송파구,,,영업정지 및 해당제품 폐기,수입식품안전관리 특별법 제20조(수입신고 등) 1항,2026-12-03 00:00:00.0,2026-07-24 12:40:14.421,서울특별시 송파구,4730432,서울특별시,서울특별시 송파구,2026-07-23
(주)아이넘코리아,유통전문판매업,20040275002,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 분당구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 19:40:23.869,경기도 성남시,4736186,경기도,경기도 성남시,2026-07-24
졸음연구소,유통전문판매업,20220369199,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 분당구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 20:40:12.675,경기도 성남시,4736212,경기도,경기도 성남시,2026-07-24
(주)세린물류,유통전문판매업,20040275250,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 분당구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 22:40:12.311,경기도 성남시,4736226,경기도,경기도 성남시,2026-07-24
(주)푸디플랜,유통전문판매업,20190280149,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 수정구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 20:40:12.675,경기도 성남시,4736209,경기도,경기도 성남시,2026-07-24
네이처 클리닉,유통전문판매업,20200280358,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 분당구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 20:40:12.675,경기도 성남시,4736211,경기도,경기도 성남시,2026-07-24
춘천옥샘물(주),유통전문판매업,20080275220,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 분당구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 20:40:12.675,경기도 성남시,4736216,경기도,경기도 성남시,2026-07-24
(주)갤로스인터내셔널,유통전문판매업,20200280328,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 수정구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 22:40:12.311,경기도 성남시,4736223,경기도,경기도 성남시,2026-07-24
(주)애너블,유통전문판매업,20180280217,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 분당구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 22:40:12.311,경기도 성남시,4736227,경기도,경기도 성남시,2026-07-24
주식회사 늘품에프엠씨,집단급식소 식품판매업,20200280031,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 수정구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 22:40:12.311,경기도 성남시,4736235,경기도,경기도 성남시,2026-07-24
만나식자재,집단급식소 식품판매업,20080275207,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 중원구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 22:40:12.311,경기도 성남시,4736234,경기도,경기도 성남시,2026-07-24
주)페퍼엠앤엘,유통전문판매업,20110275125,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 분당구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 22:40:12.311,경기도 성남시,4736230,경기도,경기도 성남시,2026-07-24
