PRDTNM,BSSHNM,MNFDT,DISTBTMLMT,ADDR,INSTT_NM,REGSTR_TELNO,BRCDNO,FRMLCUNIT,TEST_ITMNM,STDR_STND,TESTANALS_RSLT,CRET_DTM,RTRVLDSUSE_SEQ,PRDLST_REPORT_NO,LCNS_NO,REPORTR_TELNO,PRDLST_CD_NM,sido,sigungu,record_date
부추(L23),전*복,20260309,,울산광역시 울주군,울산광역시 보건환경연구원 보건연구부 농수산물검사소,,21000309959510025009,,프로사이미돈,5.0 mg/kg 이하,20.2 mg/kg,2026.03.11,3000222960,,,,부추,울산광역시,울산광역시 울주군,2026-03-11
시금치(26RF016),고*숙,20260312,,경상북도 상주시,경상북도 보건환경연구원 북부지원 안동농수산물검사소,,2234840028001,,아이소프로티올레인,0.01 이하,0.10,2026.03.16,3000223190,,,,시금치,경상북도,경상북도 상주시,2026-03-16
시금치(26RF016),고*숙,20260312,,경상북도 상주시,경상북도 보건환경연구원 북부지원 안동농수산물검사소,,2234840028001,,터부포스,0.05 이하,0.22,2026.03.16,3000223190,,,,시금치,경상북도,경상북도 상주시,2026-03-16
시금치,심*자,20260316,,경기도 이천시,서울특별시 보건환경연구원 강남농수산물검사소,,,,터부포스,0.05 mg/kg 이하,0.11 mg/kg,2026.03.16,3000223234,,,,시금치,경기도,경기도 이천시,2026-03-16
깻잎,손*순,데이터없음,2026.03.16.(수거일),경상남도 밀양시,서울특별시 보건환경연구원 강남농수산물검사소,,,,에트리디아졸,0.1 mg/kg 이하,0.7,2026.03.16,3000223236,,,,들깻잎,경상남도,경상남도 밀양시,2026-03-16
아욱,서*숙,20260316,,경기도 여주시,서울특별시 보건환경연구원 강남농수산물검사소,,,,터부포스,0.01 mg/kg 이하,0.11 mg/kg,2026.03.16,3000223243,,,,아욱,경기도,경기도 여주시,2026-03-16
부추,정*호,20260316,,경상남도 진주시,대전광역시 보건환경연구원 식의약연구부,,,,터부포스,0.05 mg/kg,1.01 mg/kg,2026.03.17,3000223257,,,,부추,경상남도,경상남도 진주시,2026-03-17
고수,김*기,20260317,,경기도 안성시,서울특별시 보건환경연구원 강남농수산물검사소,,,,파클로부트라졸,0.01 mg/kg 이하,0.54 mg/kg,2026.03.17,3000223285,,,,고수(잎),경기도,경기도 안성시,2026-03-17
고수,김*남,데이터없음,2026.03.17.(수거일),경기도 고양시,서울특별시 보건환경연구원 강남농수산물검사소,,,,메타벤즈티아주론,0.01 mg/kg 이하,0.61 mg/kg,2026.03.17,3000223287,,,,고수(잎),경기도,경기도 고양시,2026-03-17
머위,윤*중,20260305,2026.03.05,충남 논산시,인천광역시 보건환경연구원 식약연구부,,,,클로르페나피르,5.0 mg/kg 이하,6.4 mg/kg,2026.03.17,3000223294,,,,머위,충남,충남 논산시,2026-03-17
깻잎,민*희,데이터없음,2026.03.18.(수거일),경남,서울특별시 보건환경연구원 강남농수산물검사소,,,,디클로르보스,0.7 mg/kg 이하,1.0 mg/kg,2026.03.18,3000223315,,,,들깻잎,경남,경남,2026-03-18
미나리4,이*세,2026-03-11 00:00:00.0,,대구광역 달성군,대구광역시 보건환경연구원 식의약연구부,,,,터부포스,0.01 mg/kg 이하,0.22 mg/kg,2026.03.19,3000223331,,,,미나리,대구광역,대구광역 달성군,2026-03-19
(업무협조-42)돌나물,최*호,20260316,2026.03.16,경기도 성남시,전남광주통합특별시 광주보건환경연구원 식품의약품연구부 서부농수산물검사소,,,,프로사이미돈,0.2 이하,1.6186888324430426,2026.03.19,3000223333,,,,돌나물,경기도,경기도 성남시,2026-03-19
시금치,박*오,20260319,,경기 김포시,,,,,터부포스,0.05 mg/kg,0.20 mg/kg,2026.03.20,3000223349,,,,시금치,경기,경기 김포시,2026-03-20
시금치,이*성,20260319,,경상남도 김해시,부산광역시 보건환경연구원,,,박스,포레이트,0.01 mg/kg,2.07 mg/kg,2026.03.20,3000223355,,,,시금치,경상남도,경상남도 김해시,2026-03-20
깐쪽파,임*진,20260318,,충청남도 금산군,경기도 경기도보건환경연구원,,,,터부포스,0.09 mg/kg,0.38 mg/kg,2026.03.20,3000223368,,,,파,충청남도,충청남도 금산군,2026-03-20
깐쪽파,임*진,20260318,,충청남도 금산군,경기도 경기도보건환경연구원,,,,디메토에이트,0.6 mg/kg,8.3 mg/kg,2026.03.20,3000223368,,,,파,충청남도,충청남도 금산군,2026-03-20
깐쪽파,임*진,20260318,,충청남도 금산군,경기도 경기도보건환경연구원,,,,오메토에이트,0.3 mg/kg,0.6 mg/kg,2026.03.20,3000223368,,,,파,충청남도,충청남도 금산군,2026-03-20
취나물,전*식,20260317,,전남광주통합특별시 순천시,전남광주통합특별시 전남보건환경연구원 동부지원 농산물검사소,,,박스,에토프로포스,0.05 이하,0.9381,2026.03.20,3000223388,,,,취나물,전남광주통합특별시,전남광주통합특별시 순천시,2026-03-20
브로콜리,문*범,20260316,,제주특별자치도 서귀포시,전남광주통합특별시 광주보건환경연구원 식품의약품연구부 각화농산물검사소,,,,피리벤카브,0.01 mg/kg 이하(PLS 기준),0.16 mg/kg,2026.03.20,3000223396,,,,브로콜리,제주특별자치도,제주특별자치도 서귀포시,2026-03-20
치커리,이*리,20260320,,부산광역시 강서구,부산광역시 보건환경연구원,,,박스,카벤다짐,0.01 mg/kg,1.18 mg/kg,2026.03.21,3000223413,,,,치커리(잎),부산광역시,부산광역시 강서구,2026-03-21
쪽파,김*식,20260317,,전북특별자치도 완주군,전북특별자치도 보건환경연구원,,,,디메토에이트,0.6 mg/kg 이하,3.2 mg/kg,2026.03.23,3000223421,,,,파,전북특별자치도,전북특별자치도 완주군,2026-03-23
근대,박*규,20260316,,충북 증평군,충청북도 보건환경연구원 보건연구부 청주농산물검사소,,,,플루벤디아마이드,0.01 이하,0.644,2026.03.23,3000223428,,,,근대,충북,충북 증평군,2026-03-23
깻잎,석*주,데이터없음,2026.03.23.(수거일),경남 밀양시,서울특별시 보건환경연구원 강남농수산물검사소,,,,에토프로포스,0.05 mg/kg 이하,0.58 mg/kg,2026.03.23,3000223470,,,,들깻잎,경남,경남 밀양시,2026-03-23
새싹귀리분말,(주)웰빙,데이터없음,2027.10.19,경상북도 김천시,인천광역시 보건환경연구원 식약연구부 식품분석과,,,500g,금속성이물,10.0미만 mg/kg,44.38 mg/kg,2026.03.23,3000223477,2010051202346,20180545230,,기타가공품,경상북도,경상북도 김천시,2026-03-23
노니분말,주식회사 생생드림,데이터없음,2028.02.26,서울특별시 동대문구,인천광역시 보건환경연구원 식약연구부 식품분석과,,,300g,금속성이물,10.0미만 mg/kg,39.84 mg/kg,2026.03.23,3000223482,20150042798136,20140042362,,기타가공품,서울특별시,서울특별시 동대문구,2026-03-23
핑거루트분말,주식회사 생생드림,20260227,2028.02.26,서울특별시 동대문구,인천광역시 보건환경연구원 식약연구부 식품분석과,,,,금속성이물,10.0미만 mg/kg,100.59 mg/kg,2026.03.23,3000223485,201500427982,20180042767,,기타가공품,서울특별시,서울특별시 동대문구,2026-03-23
횡성한우육회용,횡성청정한우 횡성지점,20260317,2026.03.23,강원특별자치도 횡성군,강원특별자치도 동물위생시험소 축산식품검사과,,,,황색포도상구균,"n=0, c=0, m=0/25g","음성, 양성, 음성, 양성, 음성",2026.03.23,3000223493,,20190413113,,소고기,강원특별자치도,강원특별자치도 횡성군,2026-03-23
강황분말,주식회사 생생드림,20260227,2028.02.26,서울특별시 동대문구,인천광역시 보건환경연구원 식약연구부 식품분석과,,,1kg,금속성이물,10.0미만 mg/kg,70.19  mg/kg,2026.03.23,3000223496,2015004279818,20180042767,,고형차,서울특별시,서울특별시 동대문구,2026-03-23
미나리,금*환,20260316,,경상북도 청도군,대구광역시 보건환경연구원 식의약연구부,,,,프로사이미돈,0.15 이하,1.21,2026.03.24,3000223593,,,,미나리,경상북도,경상북도 청도군,2026-03-24
열무,이*심,2026-03-16 00:00:00.0,,경기도 포천시,대구광역시 보건환경연구원 식의약연구부,,,,터부포스,0.05 이하,0.12,2026.03.24,3000223624,,,,무(잎),경기도,경기도 포천시,2026-03-24
쌈당귀,김*문,20260320,,전남광주통합특별시 광산구,전남광주통합특별시 광주보건환경연구원 식품의약품연구부 각화농산물검사소,,,,클로르페나피르,0.7 mg/kg 이하,1.2 mg/kg,2026.03.24,3000223632,,,,당귀(잎),전남광주통합특별시,전남광주통합특별시 광산구,2026-03-24
부추,조*성,20260324,2026.03.24(수거일자),경상남도 하동군,서울특별시 보건환경연구원 강남농수산물검사소,,,,피리벤카브,0.7 mg/kg 이하,4.9 mg/kg,2026.03.24,3000223635,,,,부추,경상남도,경상남도 하동군,2026-03-24
부추,조*성,20260324,2026.03.24(수거일자),경상남도 하동군,서울특별시 보건환경연구원 강남농수산물검사소,,,,디페노코나졸,0.5 mg/kg 이하,2.7 mg/kg,2026.03.24,3000223635,,,,부추,경상남도,경상남도 하동군,2026-03-24
부추,나*화,20260321,,전남광주통합특별시 나주시,전남광주통합특별시 광주보건환경연구원 식품의약품연구부 각화농산물검사소,,,,메펜트리플루코나졸,2.0 mg/kg 이하,3.0 mg/kg,2026.03.24,3000223645,,,,부추,전남광주통합특별시,전남광주통합특별시 나주시,2026-03-24
육회(우둔)고기,(주)채선당 식품제조육가공사업본부,20260318,2027.07.01,경기도 남양주시,경기도 경기도북부동물위생시험소,,00801000410172,,황색포도상구균,"식중독균 기준: 불검출(n=5, c=0, m=0/25g)","양성,양성,양성,양성,양성",2026.03.25,3000223674,2012033330422,20120333304,,포장육,경기도,경기도 남양주시,2026-03-25
한우육회(우둔),주식회사 월드미트,20260317,2026.03.19,경기도 남양주시,경기도 경기도북부동물위생시험소,,002192190916,,황색포도상구균,"식중독균 기준: 불검출(n=5, c=0, m=0/25g)","양성,양성,양성,양성,양성",2026.03.25,3000223678,,20160333558,,기타축산물고기,경기도,경기도 남양주시,2026-03-25
한우우둔(냉장),주식회사 동인축산,20260316,2026.03.18,대구광역시 서구,부산청 유해물질분석과,,,,여시니아엔테로콜리티카,"n=5, c=0, m=0/25g","양성,양성,양성,양성,양성",2026.03.25,3000223692,,20120163445,,소고기,대구광역시,대구광역시 서구,2026-03-25
젖소 육회,농업회사법인 (주)선유통,20260312,2027.03.11,충청북도 청주시 청원구,부산청 유해물질분석과,,,,리스테리아모노사이토제네스,"n=5, c=0, m=0/25g","양성,양성,양성,양성,양성",2026.03.25,3000223696,,,,포장육,충청북도,충청북도 청주시,2026-03-25
쑥갓,최*욱,20260320,,전남광주통합특별시 남구,전남광주통합특별시 광주보건환경연구원 식품의약품연구부 각화농산물검사소,,,,페니트로티온,0.05 mg/kg 이하,2.89 mg/kg,2026.03.25,3000223700,,,,쑥갓,전남광주통합특별시,전남광주통합특별시 남구,2026-03-25
파워 오메가3 포르테 1310,제이에스헬스케어(jshealthcare),20260115,2029.01.14,대구광역시 북구,대구청 유해물질분석과,,8500134845680,"1,310mg X 180캡슐(총 235.8g)",비타민D,표시량(25 μg /1310 mg)의 80~180%,불검출,2026.03.25,3000223704,,20190012295,,건강기능식품,대구광역시,대구광역시 북구,2026-03-25
부추,김*식,20260320,,경상북도 칠곡군,대구광역시 보건환경연구원 식의약연구부,,,,디메토에이트,0.05 이하 (mg/kg),0.06  (mg/kg),2026.03.25,3000223715,,,,부추,경상북도,경상북도 칠곡군,2026-03-25
부추,김*식,20260320,,경상북도 칠곡군,대구광역시 보건환경연구원 식의약연구부,,,,터부포스,0.05 이하  (mg/kg),0.72  (mg/kg),2026.03.25,3000223715,,,,부추,경상북도,경상북도 칠곡군,2026-03-25
부추,김*식,20260320,,경상북도 칠곡군,대구광역시 보건환경연구원 식의약연구부,,,,오메토에이트,0.05 이하  (mg/kg),0.14  (mg/kg),2026.03.25,3000223715,,,,부추,경상북도,경상북도 칠곡군,2026-03-25
근대,김*문,20260325,,경기도 이천시,서울특별시 보건환경연구원 강남농수산물검사소,,,,파클로부트라졸,2.0 mg/kg 이하,2.8 mg/kg,2026.03.25,3000223724,,,,근대,경기도,경기도 이천시,2026-03-25
강황분말,천지가약초,데이터없음,2028.01.25,서울특별시 동대문구,인천광역시 보건환경연구원 식약연구부 식품분석과,,,"1kg, 250g",금속성이물,"쇳가루 10.0 mg/kg 미만, 금속이물 2mm 미만",92.1 mg/kg,2026.03.26,3000223742,20160042150124,20140042600,,고형차,서울특별시,서울특별시 동대문구,2026-03-26
냉동리치,신정푸드(주),데이터없음,"포장일자: 2025.7.12, 소비기한: 포장일로부터 36개월까지",경기도 파주시,,,8809237783074,1kg,디페노코나졸,0.01 mg/kg 이하(PLS),0.04 mg/kg,2026.03.26,3000223746,,20000320226,,리치,경기도,경기도 파주시,2026-03-26
냉동 패션후르츠,(주)지안,데이터없음,"포장일자: 2025.7.20, 소비기한: 포장일로부터 3년까지",경기도 남양주시,,,8809303620302,1kg,디페노코나졸,0.01 mg/kg 이하(PLS),0.05 mg/kg,2026.03.27,3000223758,,20140333104,,패션프루트,경기도,경기도 남양주시,2026-03-27
S-555 바질,김*민,20260325,,전라북도 김제시,인천광역시 보건환경연구원 식약연구부 삼산농산물검사소,,,,플룩사메타마이드,0.01 이하,0.428,2026.03.26,3000223761,,,,바질(잎),전라북도,전라북도 김제시,2026-03-26
머위,박*순,20260326,2026.03.26(수거일자),충청남도 논산시,서울특별시 보건환경연구원 강남농수산물검사소,,,,스피로테트라맷,5.0 mg/kg 이하,8.5 mg/kg,2026.03.26,3000223771,,,,머위,충청남도,충청남도 논산시,2026-03-26
한우 우둔,주식회사 백제축산,데이터없음,2026.04.14,경상남도 김해시,광주청 유해물질분석과,,,,황색포도상구균,"n=5, c=0, m=0/25g","양성,양성,양성,양성,양성",2026.03.26,3000223773,20220862787143,20220862787,,포장육,경상남도,경상남도 김해시,2026-03-26
쇠고기우둔,주식회사 아이콘시스,20260317,2026.05.15,대구광역시 북구,광주청 유해물질분석과,,L02603173301001,,황색포도상구균,"n=5, c=0, m=0/25g","양성,양성,양성,양성,양성",2026.03.26,3000223781,2015016888210,20150168882,,포장육,대구광역시,대구광역시 북구,2026-03-26
한우 우둔,주식회사 삼형제월드,데이터없음,2026.03.23,인천광역시 계양구,광주청 유해물질분석과,,4800119213454,,장출혈성대장균,"n=5, c=0, m=0/25g","양성,양성,양성,양성,양성",2026.03.26,3000223789,2022026823715,20220268237,,포장육,인천광역시,인천광역시 계양구,2026-03-26
한우 우둔,주식회사 삼형제월드,데이터없음,2026.03.23,인천광역시 계양구,광주청 유해물질분석과,,2000000030807,300g,장출혈성대장균,"n=5, c=0, m=0/25g","양성,양성,양성,양성,양성",2026.03.26,3000223814,2022026823715,20220268237,,포장육,인천광역시,인천광역시 계양구,2026-03-26
한우우둔,주식회사 온우미트,20260317,2026.03.31,경기도 구리시,광주청 유해물질분석과,,,310g,황색포도상구균,"n=5, c=0, m=0/25g","양성,양성,양성,양성,양성",2026.03.26,3000223820,2015003691613,20240500592,,포장육,경기도,경기도 구리시,2026-03-26
한우우둔,주식회사 온우미트,20260317,2026.03.31,경기도 구리시,광주청 유해물질분석과,,,310g,장출혈성대장균,"n=5, c=0, m=0/25g","양성,양성,양성,양성,양성",2026.03.26,3000223820,2015003691613,20240500592,,포장육,경기도,경기도 구리시,2026-03-26
S-573 방풍,"이*자, 김*하, 송*섭",20260326,,전남광주통합특별시 고흥군,인천광역시 보건환경연구원 식약연구부 삼산농산물검사소,,,,포레이트,0.01 이하,0.436,2026.03.26,3000223821,,,,방풍나물,전남광주통합특별시,전남광주통합특별시 고흥군,2026-03-26
우설도,주식회사 제이에스엠씨,20260319,2027.03.18,경기도 용인시 처인구,경기도 경기도동물위생시험소,,,,장출혈성대장균,"n=5, c=0, m=0/25g","양성, 양성, 양성, 양성, 양성",2026.03.26,3000223861,2022048117010,20220481170,,포장육,경기도,경기도 용인시,2026-03-26
냉이,조*빈,20260320,,경상남도,경상남도 보건환경연구원 식약품연구부,,21000511738950020009,,메타벤즈티아주론,0.01 이하,0.18,2026.03.27,3000223874,,,,냉이,경상남도,경상남도,2026-03-27
한우 육회,(주)폴비락 진주지점,20260324,2026.03.26,경상남도 진주시,경상남도 동물위생시험소 축산물위생과,,,,황색포도상구균,"n=5, c=0, m=0/25g","양성,양성,양성, 음성,음성",2026.03.27,3000223893,2024091023070,20240910230,,포장육,경상남도,경상남도 진주시,2026-03-27
소고기(육사시미),HG푸드,20260324,2026.04.06,경상남도 거제시,경상남도 동물위생시험소 축산물위생과,,,,황색포도상구균,"n=5, c=0, m=0/25g","음성,양성,음성,음성,음성",2026.03.27,3000223900,202106040853,20210604085,,포장육,경상남도,경상남도 거제시,2026-03-27
S-576 머위,김*열,20260327,,충청남도 논산시,인천광역시 보건환경연구원 식약연구부 삼산농산물검사소,,,,아세타미프리드,2.0 이하,4.66,2026.03.27,3000223926,,,,머위,충청남도,충청남도 논산시,2026-03-27
우둔육회,더블에프엔비 주식회사(제1공장),20260323,2027.03.24,경기도 파주시,경기도 경기도북부동물위생시험소,,,,황색포도상구균,"불검출(n=5, c=0, m=0/25g)","양성,양성,양성,양성,양성",2026.03.27,3000223939,2024054299420,20240542994,,포장육,경기도,경기도 파주시,2026-03-27
한우 육사시미,(주)미프레시,데이터없음,2026.04.01,경기도 구리시,경기도 경기도북부동물위생시험소,,002188461969,,클로스트리디움퍼프린젠스,"불검출(n=5, c=0, m=0/25g)","음성,음성,음성,양성,음성",2026.03.27,3000223946,202505003815,20250500381,,포장육,경기도,경기도 구리시,2026-03-27
쇠고기우둔,주식회사아이콘시스,20260317,2026.05.15,대구광역시 북구,광주청 농축수산물안전과,,,,황색포도상구균,"n=5, c=0, m=0/25g","양성,양성,양성,양성,양성",2026.03.27,3000223947,2015016888210,20150168881,,포장육,대구광역시,대구광역시 북구,2026-03-27
한우설깃살,(주)범총각푸드,20260317,2026.03.23,전남광주통합특별시 북구,광주청 농축수산물안전과,,,,황색포도상구균,"n=5, c=0, m=0/25g","양성,양성,양성,양성,양성",2026.03.27,3000223950,2019022409142,20190224091,,포장육,전남광주통합특별시,전남광주통합특별시 북구,2026-03-27
한우설깃살,(주)범총각푸드,20260317,2026.03.23,전남광주통합특별시 북구,광주청 농축수산물안전과,,,,여시니아엔테로콜리티카,"n=5, c=0, m=0/25g","양성,양성,양성,양성,양성",2026.03.27,3000223950,2019022409142,20190224091,,포장육,전남광주통합특별시,전남광주통합특별시 북구,2026-03-27
한우설깃살,(주)범총각푸드,20260317,2026.03.23,전남광주통합특별시 북구,광주청 농축수산물안전과,,,,장출혈성대장균,"n=5, c=0, m=0/25g","양성,양성,양성,양성,양성",2026.03.27,3000223950,2019022409142,20190224091,,포장육,전남광주통합특별시,전남광주통합특별시 북구,2026-03-27
강황분말,바라크월드팜,데이터없음,2028.01.21,경기도 김포시,인천광역시 보건환경연구원 식약연구부 식품분석과,,8809432235422,350g,금속성이물,"쇳가루 10.0 mg/kg 미만, 금속이물 2 mm 미만이어야 함",쇳가루 39.3 mg/kg,2026.03.30,3000223980,2007035567290,20140205357,,기타가공품,경기도,경기도 김포시,2026-03-30
강황가루,헬로우 그린(hello green),20260122,제조일부터 24개월,서울특별시 동대문구,인천광역시 보건환경연구원 식약연구부 식품분석과,,,500g,금속성이물,"쇳가루 10.0 mg/kg 미만, 금속이물 2mm 미만",214.2 mg/kg,2026.03.30,3000223991,201800421911,20190042380,,고형차,서울특별시,서울특별시 동대문구,2026-03-30
소고기(육회),HG푸드,20260324,2026.04.06,경상남도 거제시,경상남도 동물위생시험소 축산물위생과,,,,장출혈성대장균,"n=5, c=0, m=0/25g","음성, 음성, 음성, 양성, 음성",2026.03.30,3000223992,202106040852,20210604085,,포장육,경상남도,경상남도 거제시,2026-03-30
합천황토한우 다짐육,합천축협축산물판매장,20260324,2026.03.30,경상남도 합천군,경상남도 동물위생시험소 축산물위생과,,,,장출혈성대장균,"n=5, c=0, m=0/25g","양성, 음성, 음성, 음성, 음성",2026.03.30,3000223999,20080625053115,20080625053,,포장육,경상남도,경상남도 합천군,2026-03-30
보리새싹가루,헬로우 그린(hello green),20250512,제조일로부터 24개월,서울특별시 동대문구,인천광역시 보건환경연구원 식약연구부 식품분석과,,,500g,금속성이물,"쇳가루 10.0 mg/kg 미만, 금속이물 2mm 미만",41.6 mg/kg,2026.03.30,3000224010,20060042813491,20190042380,,기타가공품,서울특별시,서울특별시 동대문구,2026-03-30
노니분말,주식회사 디딤푸드,데이터없음,2028.02.22,서울특별시 동대문구,인천광역시 보건환경연구원 식약연구부 식품분석과,,,300g,금속성이물,"쇳가루 10.0 mg/kg 미만, 금속이물 2 mm 미만이어야 함",134.3 mg/kg,2026.03.30,3000224022,20160042150114,20200042553,,고형차,서울특별시,서울특별시 동대문구,2026-03-30
강황가루,유앤아이허브,데이터없음,2028.01.21,서울특별시 동대문구,인천광역시 보건환경연구원 식약연구부 식품분석과,,,500g,금속성이물,"쇳가루 10.0 mg/kg 미만, 금속이물 2 mm 미만이어야 함",36.9 mg/kg,2026.03.30,3000224031,201800421911,20200290158,,고형차,서울특별시,서울특별시 동대문구,2026-03-30
육사시미,농업회사법인(주)남부파머스,20260324,2026.03.27,경상남도 거창군,경상남도 동물위생시험소 축산물위생과,,,,여시니아엔테로콜리티카,"n=5, c=0, m=0/25g","음성, 음성, 양성, 음성, 양성",2026.03.30,3000224033,2021061703734,20210617037,,포장육,경상남도,경상남도 거창군,2026-03-30
방풍나물,최*숙,20260325,,전남광주통합특별시 여수시,경기도 경기도보건환경연구원,,,4kg,프로페노포스,0.01 mg/kg,0.56 mg/kg,2026.03.30,3000224041,,,,방풍나물,전남광주통합특별시,전남광주통합특별시 여수시,2026-03-30
참나물,정*모,20260326,,전북특별자치도 완주군,전남광주통합특별시 광주보건환경연구원 식품의약품연구부 각화농산물검사소,,,,다이아지논,0.01 mg/kg 이하(PLS 기준),6.08 mg/kg,2026.03.31,3000224072,,,,참나물,전북특별자치도,전북특별자치도 완주군,2026-03-31
한우 생고기,빌라식육점,20260323,2026.04.06,전남광주통합특별시 목포시,광주청 유해물질분석과,,2010200002009,,황색포도상구균,"n=5, c=0, m=0/25g","양성,양성,양성,양성,양성",2026.03.31,3000224073,,20170503201,,소고기,전남광주통합특별시,전남광주통합특별시 목포시,2026-03-31
상추,유*만,20260330,2026.03.30,경기도 안성시,경기도 경기도보건환경연구원,,,1상자(4 kg),알라클로르,0.01 mg/kg,0.03 mg/kg,2026.03.31,3000224098,,,,상추,경기도,경기도 안성시,2026-03-31
케일,김*섭,20260331,2026.03.31(수거일자),경기도 이천시,서울특별시 보건환경연구원 강남농수산물검사소,,,,파클로부트라졸,2.0 mg/kg 이하,7.8 mg/kg,2026.03.31,3000224119,,,,케일,경기도,경기도 이천시,2026-03-31
소고기(육사시미),HG푸드,20260324,2026.04.06,경상남도 거제시,경상남도 동물위생시험소 축산물위생과,,,,리스테리아모노사이토제네스,"n=5, c=0, m=0/25g","양성, 음성, 음성, 음성, 음성",2026.04.01,3000224133,202106040853,20210604085,,포장육,경상남도,경상남도 거제시,2026-04-01
한우육회,한우잡는날,20260324,2026.03.25,제주특별자치도 서귀포시,제주특별자치도 동물위생시험소 축산물안전과,,,310~456g,황색포도상구균,"n=5, c=0, m=0/25g","음성,음성,음성,양성,음성",2026.04.01,3000224134,,20230911729,,소고기,제주특별자치도,제주특별자치도 서귀포시,2026-04-01
육사시미,농업회사법인(주)남부파머스,20260324,2026.03.27,경상남도 거창군,경상남도 동물위생시험소 축산물위생과,,,,리스테리아모노사이토제네스,"n=5, c=0, m=0/25g","음성,음성,양성,음성,음성",2026.04.01,3000224144,2021061703734,20210617037,,포장육,경상남도,경상남도 거창군,2026-04-01
육회,농업회사법인(주)남부파머스,20260324,2026.03.27,경상남도 거창군,경상남도 동물위생시험소 축산물위생과,,,,리스테리아모노사이토제네스,"n=5, c=0, m=0/25g","음성,음성,양성,양성,음성",2026.04.01,3000224146,202106170379,20210617037,,포장육,경상남도,경상남도 거창군,2026-04-01
계피분말,농업회사법인주식회사두손애약초,데이터없음,2027.12.09,경상북도 영천시,인천광역시 보건환경연구원 식약연구부 식품분석과,,8809340568667,200g,금속성이물,"쇳가루 10.0 mg/kg 미만, 금속이물 20 mm 미만이어야 함",31.0 mg/kg,2026.04.01,3000224174,20180042191510,20160555012,,고형차,경상북도,경상북도 영천시,2026-04-01
시금치,손*옥,20260401,,경상북도 칠곡군,대구광역시 보건환경연구원 식의약연구부,,,,터부포스,0.05 이하,1.23 mg/kg,2026.04.02,3000224227,,,,시금치,경상북도,경상북도 칠곡군,2026-04-02
냉동리치,신정푸드(주),데이터없음,"포장일자: 2026.2.4, 소비기한: 포장일로부터 36개월까지",경기도 파주시,부산청 유해물질분석과,,8809237783074,1kg,디페노코나졸,0.01 mg/kg(PLS),0.06 mg/kg,2026.04.02,3000224242,,20000320226,,리치,경기도,경기도 파주시,2026-04-02
냉동리치,신정푸드(주),데이터없음,"포장일자: 2025.8.6, 소비기한: 포장일로부터 36개월까지",경기도 파주시,부산청 유해물질분석과,,8809237783074,1kg,디페노코나졸,0.01 mg/kg(PLS),0.05 mg/kg,2026.04.02,3000224248,,20000320226,,리치,경기도,경기도 파주시,2026-04-02
부추,농*협,20260325,,"경남진주,",서울특별시 보건환경연구원 강남농수산물검사소,,,,프로사이미돈,5.0 mg/kg 이하,19.0 mg/kg,2026.04.02,3000224262,,,,부추,"경남진주,","경남진주,",2026-04-02
근대,백*자,20260402,,부산광역시 강서구,부산광역시 보건환경연구원,,,박스,플루아지남,0.01 mg/kg,0.12 mg/kg,2026.04.03,3000224268,,,,근대,부산광역시,부산광역시 강서구,2026-04-03
치커리,박*진,20260402,,경기도 이천시,강원특별자치도 보건환경연구원 식약품연구부 농산물검사과,,,,포스티아제이트,0.5 이하,1.5053,2026.04.03,3000224272,,,,치커리(잎),경기도,경기도 이천시,2026-04-03
시금치(N-0402-5),박*종,20260402,2026.04.02,전남광주통합특별시 완도군,전남광주통합특별시 광주보건환경연구원 식품의약품연구부 서부농수산물검사소,,,,터부포스,0.05 이하,0.2529628910044686,2026.04.03,3000224277,,,,시금치,전남광주통합특별시,전남광주통합특별시 완도군,2026-04-03
한우 육회용(냉장),서온축산,20260323,2026.03.25,경상북도 영주시,경인청 유해물질분석과,,,,장출혈성대장균,"n=5, c=0, m=0/25g","양성,양성,양성,양성,양성",2026.04.03,3000224293,,20210558136,,소고기,경상북도,경상북도 영주시,2026-04-03
한우 육회용(냉장),서온축산,20260323,2026.03.25,경상북도 영주시,경인청 유해물질분석과,,,,클로스트리디움퍼프린젠스,"n=5, c=0, m=0/25g","양성,음성,음성,양성,음성",2026.04.03,3000224293,,20210558136,,소고기,경상북도,경상북도 영주시,2026-04-03
한우 육회용(냉장),서온축산,20260323,2026.03.25,경상북도 영주시,경인청 유해물질분석과,,,,여시니아엔테로콜리티카,"n=5, c=0, m=0/25g","양성,양성,양성,양성,양성",2026.04.03,3000224293,,20210558136,,소고기,경상북도,경상북도 영주시,2026-04-03
시금치,김*자,20260401,,경상남도 진주시,경상남도 보건환경연구원 식약품연구부,,,,터부포스,0.05 이하,0.173,2026.04.03,3000224309,,,,시금치,경상남도,경상남도 진주시,2026-04-03
깻잎,황*식,20260401,,경상남도 진주시,경상남도 보건환경연구원 식약품연구부,,,,오리사스트로빈,0.01 이하,0.018,2026.04.03,3000224314,,,,들깻잎,경상남도,경상남도 진주시,2026-04-03
진선미 배추김치,농업회사법인(주)대광에프앤지,20260318,제조일로부터 90일,경상남도 김해시,경상남도 보건환경연구원 감염병연구부,,,"1kg,2kg,3kg,4kg,5kg,10kg",여시니아엔테로콜리티카,"n=5, c=0, m=0/25g","양성, 양성, 양성, 양성, 양성",2026.04.03,3000224315,1994060734012,19940607340,,김치,경상남도,경상남도 김해시,2026-04-03
